archive_url,archive_timestamp,url_href,url_domain,url_string,url_index,url_is_story,url_width,url_height,url_x,url_y,url_cell,url_font_size
http://www.drudgereport.com/,2014-10-31 05:07:25.609944,http://www.intermarkets.net/adfeedback/form.htm?Plcmt=none&ATFlgt=none&Ntwk=none&NCrt=none,www.intermarkets.net,AD FEEDBACK,0,False,72,13,647,11,c1,10px
http://www.drudgereport.com/,2014-10-31 05:07:25.609944,http://www.nytimes.com/2014/10/31/world/europe/new-russian-boldness-revives-a-cold-war-tradition-testing-the-other-side-.html,www.nytimes.com,NYT: RUSSIA SUSPECTED OF HACKING WHITE HOUSE COMPUTERS...,1,True,447,17,8,95,a1,13px
http://www.drudgereport.com/,2014-10-31 05:07:25.609944,http://blogs.rollcall.com/rothenblog/obama-poised-to-set-new-midterm-loss-record/,blogs.rollcall.com,DEMOCRAT HALLOWEEN: PARTY LOSSES 'COULD BE HISTORIC',2,True,1248,110,59.5,570,a3,48px
http://www.drudgereport.com/,2014-10-31 05:07:25.609944,http://www.washingtontimes.com/news/2014/oct/29/democrats-use-race-baiting-fliers-to-spur-black-vo/,www.washingtontimes.com,PAPER: Desperate Dems resort to race baiting in final days of election...,3,True,382,34,13,787,a4,13px
http://www.drudgereport.com/,2014-10-31 05:07:25.609944,http://www.businessinsider.com/charlie-rangel-some-republicans-believe-that-slavery-isnt-over-2014-10,www.businessinsider.com,RANGEL: Some Republicans Believe 'Slavery Isn't Over'...,4,False,301,17,13,838,a4,13px
http://www.drudgereport.com/,2014-10-31 05:07:25.609944,http://dailycaller.com/2014/10/30/landrieu-obama-and-i-arent-popular-in-the-south-because-its-racist-and-sexist/,dailycaller.com,Landrieu blames Southern hostility...,5,True,231,17,13,872,a4,13px
http://www.drudgereport.com/,2014-10-31 05:07:25.609944,http://fusion.net/video/24469/spike-lee-on-race-in-america-if-youre-african-american-in-this-country-you-know-what-the-deal-is/,fusion.net,SPIKE LEE: Post-Racial America is 'Bullshit'...,6,True,292,17,13,906,a4,13px
http://www.drudgereport.com/,2014-10-31 05:07:25.609944,http://news.yahoo.com/graham-remark-helping-white-men-joke-182608380--election.html,news.yahoo.com,GRAHAM: Remark About Helping White Men Was Joke...,7,False,349,17,13,940,a4,13px
http://www.drudgereport.com/,2014-10-31 05:07:25.609944,http://www.businessweek.com/articles/2014-10-30/tim-cook-im-proud-to-be-gay,www.businessweek.com,COLUMN: iGay...,8,True,104,17,13,1100,a5,13px
http://www.drudgereport.com/,2014-10-31 05:07:25.609944,http://www.washingtonpost.com/business/economy/tim-cook-comes-out-on-public-stage-pulling-secretive-apple-with-him/2014/10/30/128e08f4-6058-11e4-9f3a-7e28799e0549_story.html,www.washingtonpost.com,"Tim Cook comes out on public stage, pulling secretive APPLE with him...",9,True,381,17,13,1134,a5,13px
